"","ScreenName","Location"
"2096","TrumpChatting","United States"
"2097","wekissthesun","down in albion"
"2098","PopSci","New York"
"2100","retrocrappod","Canada"
"2102","ChaunceyBandzzz","Toronto, Ontario"
"2103","Hervin_ktm","Pays de la Loire, France"
"2105","lorelaisgilmore","australia"
"2106","ShawnaL71677747","Texas, USA"
"2107","jim38712","Ohio, USA"
"2108","PaigeChristin15","Martinez, GA"
"2109","johnhampton1","Cheshire"
"2110","TFGH","Decatur GA"
"2111","SuckTheSpermOut","Pittsburgh, PA"
"2112","LittletonTWalle","St Paul, MN"
"2114","_morgaannaa","FL"
"2115","pincheemily1","TX"
"2116","daniellalaba6","Queens, NY"
"2117","IntelMercsTweet","Pennsylvania, USA"
"2118","l_eichert","Hogwarts/Proud Gryffindor"
"2119","YourMelKum_ke","Lincoln, NE "
"2120","kriddleberger","Boulder, CO"
"2121","claudosky","Andalucia - solo hay UNA ..."
"2122","MZiegler3","Illinois, USA"
"2123","prcowboys","Missouri, USA"
"2124","eltherealx","Savannah, GA"
"2125","DauphinHistory","Harrisburg, PA"
"2126","Dinzhk95","New York, USA"
"2127","TbBritschgi","Seattle"
"2128","rachl164183","Milwaukee, WI"
"2129","S_lakmal","Moon <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>"
"2130","celymonte","Minneapolis, MN"
"2131","LindseyWeidhorn","New York City"
"2132","sarahe786","Pleasant Prairie, WI"
"2134","helovsu","NE Washington"
"2135","TheEricErbShow","Orlando, FL"
"2136","karlngga","Wishing I was in New York"
"2137","MaddieFraenza","Salt Lake City, UT"
"2138","lucyIove","Chicago Heights, IL"
"2141","HussainYamany","Almadina Almunawara-KSA"
"2142","mamamellll","United States"
"2143","cbc_diff","Toronto, Ontario"
"2144","KingBenTheXI1","Chur, Switzerland"
"2145","FamilyNews3","Richmond, VA"
"2146","kernsac","Sacramento, CA"
"2147","SherpyC","Kansas City, MO"
"2148","aqueoscare","Wiltshire"
"2150","volleyballestes","Arizona, USA"
"2151","Docallergy","Las Cruces, NM. USA"
"2152","DonTamelin","Nanaimo, BC, Canada"
"2153","sbghealthcare","Hollywood, FL"
"2154","LloydVanWinkle","Texas"
"2155","tydydbutterfly","Utah, USA"
"2156","ItsNelson_","Richmond Va"
"2158","TRMiller1958","Silsbee,Texas"
"2159","BreyonteK","United States"
"2160","TexasMadeUSA","TEXAS"
"2161","p_costello11","Durham, NC"
"2162","dvdinfatuation","Pennsylvania"
"2163","bibibono11","USA "
"2164","TPDUBZZ","The 7th Layer Of Hell "
"2165","annmcc123","Alberta, Canada"
"2166","HuntervLopez","Los Angeles, CA"
"2168","LindsayPH","Montreal Canada"
"2169","hnb6458","Ohio"
"2170","KMM8313","Lee's Summit, MO"
"2171","adeanarose","Clarington, Ontario"
"2172","WOLONATOR","<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Houston-DFW"
"2173","mmbtox","sunshine state"
"2174","MistaMoro","Lisson Grove, North West LDN"
"2175","HawaiiPharma","Atlanta"
"2176","shaneaaustin","Oklahoma City, OK"
"2177","kayle_donahey","Wimauma, FL"
"2178","SeniorNewspaper","Australia"
"2179","ParentAlerte","()"
"2180","OregonVacTruth","Oregon"
"2183","ensableantelope","Dartmouth, NS"
"2184","PepeClavijoA","Venezuela"
"2185","PrimeTimeDB_","Chicago, IL"
"2186","TrailheadAndy","United States"
"2187","brainouty","Texas, USA"
"2188","VHayek214","Iowa, USA"
"2189","thedeadbit","Canada"
"2190","c_maria84","Doral,Fl"
"2191","2braptuedbyJC77","Commiefornia"
"2192","Shawnabop88","Vermilion,Ohio"
"2193","MacGriff909","Bloomington, IN"
"2194","duganjames","Delray Beach, Florida USA"
"2195","DNOwens212","USA"
"2196","RichSimmondsZA","South Africa"
"2197","Philster_","Greater Sudbury / Grand Sudbur"
"2198","JacksonWuffy","Massachusetts, USA"
"2199","chinkchilla","Akron, OH"
"2200","Grizztyb","Mville '18 "
"2201","healthy_staying","Texas, USA"
"2202","Fryfiredistrict","Sierra Vista, AZ"
"2203","ColorSTREAMedia","South Africa"
"2204","stevepohlit","Tampa, Florida"
"2205","BrittanyGregory","Washington"
"2206","candyorocks","United States"
"2207","RyanMarino","Pittsburgh, PA"
"2208","tim_sanford1981","Gulf Shores, AL"
"2209","Jebriel","United States"
"2210","barringtonjr","Jamaica "
"2211","CaseyNolen","St. Louis"
"2214","IbrahimEurope","Nigeria"
"2216","alexmarie06","Texas"
"2217","OMJamesOfficial","Washington, USA"
"2218","Corporatte_Thug","Cedar Block"
"2220","MYNORSWORLD","HOLLYWOOD"
"2221","makeupdeevaah","Alaska, USA"
"2223","H7N9Influenza","Eastbourne, England"
"2224","Vegarainmaker","Albuquerque"
"2225","_emilylm_","Charlotte, NC"
"2226","chuckfforyou","cleveland ohio"
"2228","bossissage13","Canal Winchester, OH"
"2229","geiendorsed","Columbus, OH"
"2230","JeikaNicole","Brooklyn"
"2231","Mundomascotapr","New York"
"2232","carolinagems","Toronto"
"2233","MaddysMom4209","Massachusetts"
"2235","Al_Goodhall","London, Ontario"
"2236","TheWallStBull","New York City"
"2237","Traflyr","Sal"
"2238","MsJennaBalls","Minnesota, USA"
"2239","Crash2411","Tennessee, USA"
"2241","rayquan_e","Nc"
"2242","hali_exe","up halseys ass probably"
"2243","booplum","God's little acre"
"2244","tusharmarghade","India"
"2245","blkholestomach","Brooklyn, NY"
"2246","yorkie246","Pennsylvania, USA"
"2247","CassMBruno","Pittsburgh PA"
"2248","littlebitbad","Pennsylvania, USA"
"2249","sabmar12","Toronto, Ontario"
"2251","GeekusSpeakus","United States"
"2252","GayConservativ3","Raleigh, NC"
"2253","KarinaLedezma","Mississippi"
"2254","KSDKkiya","St Louis, MO"
"2256","LucierMarianne","Toronto, ON, Canada"
"2258","jacinta_Ip","Glambert"
"2259","BombDizzled","New Zealand"
"2265","memeadikt","United States"
"2266","Cefaly_","Jacksonville, AL"
"2267","NachoHelmet","Ontario, Canada"
"2268","Black_Widoww13","Texas, USA"
"2269","LurkerSmith","California, USA"
"2270","HeartbreakCezer","East Flatbush, Brooklyn"
"2271","Bailey_Pearce10","Greenville, IL"
"2272","morganbabby_","Nashville, TN"
"2273","DailyMail","New York"
"2274","missy_kelley","Brooklyn, Ny"
"2275","geoappraiser","NW Arkansas"
"2276","Chimera35983416","Pennsylvania, USA"
"2277","_ShiftyJaay_","Dallas, TX"
"2279","IPACJames","Toronto, Ontario"
"2280","Awizomsound","Richmond, VA"
"2281","usedbooks777","Portland, OR"
"2282","joshgrobanlive","New York, USA"
"2284","Megs11884","Philadelphia, PA"
"2285","HawksEyeView_SI","ExtremeSo.IL(far from Chicago)"
"2286","MommaTBlog","New Jersey"
"2287","tyson_davids","Minnesota, USA"
"2288","allenordad","Fayetteville, AR"
"2289","BenjeeTheCabbie","Washington, DC"
"2290","AJMC_Journal","Cranbury, NJ"
"2291","ThePolishArtist","Henderson, KY"
"2292","amgregina","indian head"
"2293","yellowbonezzz","California City, CA"
"2294","VanMagnus","Boonesboro, MD"
"2295","JamsTheKuma","Edmond, OK, USA"
"2297","paultergeist","Philadelphia, PA"
"2298","MetaFlaelli","Alabama, USA"
"2299","patrickbeezes","San Clemente, California"
"2300","JooBilly","Philly by way of Arkansas"
"2301","BobG727","Pennsylvania, USA"
"2302","hanifwidi","United States"
"2303","candid_kai","New York City... coming soon"
"2304","JaysonSanches","east garland, texas"
"2305","PRONTOJOSHY","everywhere"
"2306","Tsakie_C","United States of Africa"
"2307","AtlantaRoyale","Atlanta"
"2308","Gibbs_Grom","Cheboksary, Russia"
"2309","WorldHistTess","Washington, USA"
"2310","aj_flu","401"
"2311","Sell_TShirts","Missouri, USA"
"2312","MJBodary","Michigan Water Wonderland"
"2314","NurseRNKimberly","<ed><U+00A0><U+00BD><ed><U+00B1><U+0089>Arkansas, USA<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BD><ed><U+00B9><U+008B>"
"2315","newsandjava","U.S."
"2317","kalynnejmo"," <U+264C><U+FE0F> cusp <U+264B><U+FE0F>"
"2318","Itz_Lexie_Loves","Brewton, AL"
"2319","MAGAat24fps","Florida, USA"
"2320","Alantharp22","Springfield"
"2321","DRIbauchery","Tampa "
"2322","towi078","West Java"
"2323","TayyTayyCashin","Cleveland, OH"
"2324","DArkracc00N","Australia"
"2326","EmilyHo09219937","Alabama, USA"
"2327","BestNewsTivi","California, USA"
"2329","DavidCal","Orange County"
"2330","timparish511","United States"
"2331","LauraLaLaHarvey","Broomfield, CO"
"2332","singlemom2282","North Carolina, USA"
"2333","v0lkano","DSM"
"2334","romanryder","United States"
"2335","nessaawap","Rhode Island, USA"
"2336","janice_u","416 Toronto"
"2337","widouglass","Brooklyn New York"
"2338","JamieMcCall","6 Countries in 6 Months!"
"2340","julsfoley","Boston"
"2341","LydiaMFanfan","Los Angeles, California"
"2342","andrewsotired","Halifax, NS"
"2343","jordansissel","California"
"2344","cranebabe2004","United States"
"2346","jondavey3","Hamilton Ont"
"2347","hesitentwaylien","Themyscira"
"2348","soonightt","Flint, MI"
"2349","Wyowanderer777","Central Wyoming"
"2350","TenorysBenton","Studio or the trap<U+270C><U+FE0F>"
"2351","NuttyTrump","Florida, USA"
"2352","WWEAnand143","United States"
"2353","crystal_guynes","East Texas "
"2354","deedles420","Ontario, Canada"
"2355","mistycarole","Canada"
"2356","HollaAtBrittany","augusta, ga"
"2358","thebeastiebot","New York, NY"
"2359","uniicornstyles","Boston, MA"
"2360","blackfoothu","New York, NY"
"2361","njhspower","colombia"
"2362","cdxllard","tennessee"
"2364","MakaylaLynnKin1","United States"
"2365","redfromda90s","Dallas, TX"
"2366","carliestites","bryant denny "
"2367","yung_neffy","Melbourne, FL"
"2369","donnie805","Centennial, Colorado"
"2370","No3rdWaveFem","United States"
"2371","YoungBucksDude","South Gate, CA"
"2372","DarrenDilly16","Allendale, MI"
"2373","CHL0ECHANEL","DTX"
"2374","Nuevomedio","Earth"
"2375","JayLuke2","Triple DDD"
"2376","CMuellerTweets","California, USA"
"2377","DrAnneID","Burlington, Ontario"
"2378","girlfreddy","Canada"
"2379","getnicced","Atlanta, GA"
"2380","amourlieshaa_","Dallas, TX"
"2381","havocmarketers","Boulder, Colorado"
"2382","FloresAlmarie","Hagonoy Bulacan"
"2383","funlaughinlady","United States"
"2386","MsPiper7Black","Bowling Green, KY"
"2388","chiabieber90","usa"
"2389","ValentineToni","Reno, NV"
"2391","southberryst","GA, USA"
"2392","CareyOnTheCarry","In The Shadows "
"2393","Jdavis_Halton","Simcoe, ON"
"2394","RioStaysTrue","Philadelphia, PA"
"2395","412RealRudeDood","cryin in pa "
"2396","TeresaSmrecnsky","Ohio, Cleveland "
"2397","eagenmargeret","Houston, TX"
"2399","katyfaise","Alabama, USA"
"2400","puddytalltale","TX"
"2401","aviator1865","42.664602,-83.132946"
"2402","HavaJavaNan","Instagram nanlovescoldpepsi"
"2403","KYAPIC42","Louisville, KY "
"2404","sweeetbea","I miss you, NJ"
"2405","Steven_Corley9","Florida, USA"
"2407","Judgypudgy","hopefully your heart"
"2408","natureboymarco","dancinwiththedevil<ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><ed><U+00A0><U+00BE><ed><U+00B4><U+0090>"
"2409","lexikelly18","East Lansing, MI"
"2410","jtworsley","Jersey City"
"2411","MediocreSteph","Texas, USA"
"2412","Dieselweasels","Connecticut, USA"
"2413","RealRhonda","Texas"
"2416","aniko99","Canadadada"
"2417","migrainica","New York, NY"
"2418","John8ar8er","Brookfield, WI"
"2419","madisyn_xo","Grand Rapids, MI"
"2420","c2h0r1i7s","New York, NY"
"2421","tilo423","Clive, IA"
"2422","GordonCrash","Massachusetts, USA"
"2423","JuanaDeArcoFr","Mi Causa es #Venezuela"
"2425","blawgg","Sarnia, Ontario, Canada"
"2426","SumayaClark","Florida, USA"
"2427","_MelanyCarvajal","Ecuador"
"2428","gusbic","Boston, MA"
"2429","EmilyFurda","Johnstown, Pa"
"2430","cobalt5050","Arizona, USA"
"2431","IMIMN1","United States"
"2432","WomanSBuzz","Indianapolis, IN"
"2433","britnymillz","Matawan, NJ"
"2435","edenbrower","NYC"
"2436","conspiracybot","Bunker"
"2438","ColeKuyk","Fifth Ward Houston, TX"
"2439","UreB31ngC0nn3d","United States"
"2440","obi_wan_kimobi_","Oxford, MS"
"2441","ronnieRprince","Trinidad & Tobago"
"2442","Gabby_Flu","Virginia Beach, VA"
"2443","DouglasStephen8","Clarksville, Tennessee"
"2444","farmerfar55","Bollinger County, Missouri"
"2445","AprilAirborne","California, USA"
"2446","MoustacheClubUS","Washington, PA"
"2447","Stubby0207","Somewhere in Oregon"
"2450","giftedkids","Weaverville, NC"
"2451","golden_cal","Growing"
"2452","GhosalNetai","Chandrakona, India"
"2454","Yung_Nyquil","Baton Rouge, LA"
"2455","konpyuta_city","New Jersey, USA"
"2456","JohnKish20","NW Louisiana, USA"
"2457","Daz_dez","W/treasurefineass"
"2458","bettaw0rldpeace","Atlanta, GA"
"2459","LoriLit30300097","United States"
"2460","jadedromances","Florida, USA"
"2461","ROBERTBOHEN"," New York "
"2462","GulfamBhatia1","India"
"2463","OGAFRICANDIETWI","Chattanooga, TN"
"2464","crose84","Chicago, IL"
"2465","Lead_Sta","Whitby, ON"
"2466","rpj66","Chicago, IL"
"2467","wuhealing","West Hartford, CT"
"2470","unklejazz","Utah"
"2471","Thompson2me","Boothwyn, PA"
"2472","MoBenny","Buffalo, NY"
"2473","WomensHealthCT","Avon, CT"
"2474","AtherenZethere","Bloomington, IL"
"2475","Trollificent","Earth"
"2476","PrayzebyDesign","Cleveland, Ohio"
"2477","Itebogeng_98564","South Africa Pretoria"
"2478","kelsey_x","Toronto, Canada"
"2479","montef","Tucker, GA"
"2480","brit_bresha","Buena Vista, Ga"
"2481","JamesIsaak2","Contiguous USA and Canada"
"2483","evansiegfried","New York, NY"
"2484","Lastdocpa","Ligonier, PA"
"2485","TheyHateDre","Chicago, IL"
"2487","ESheparski","Thunder Bay, Ontario"
"2488","kaylagaete","Toronto,Canada"
"2489","CorsinoTammy","Matthews, NC"
"2490","pamelacory","Miami, FL"
"2491","useronthegrid","United States"
"2492","BrandiJorgensen","Granger, IN"
"2493","YogiGun85037716","Indonesia"
"2494","gregornots","hiding in plain view"
"2495","julia_phif","WISCONSIN"
"2496","lautpitch14","Pittsburgh, PA"
"2497","TheOnlyJarad","Columbus, OH"
"2498","thecuzned","Music City, USA"
"2499","lea_nicky","Roanoke, TX"
"2500","loveee_mone","In God's Hands. "
"2502","andra_tirdea","Traveling "
"2503","hello_itsliv","Owasso, OK"
"2504","DavRo13","Vancouver, BC, Canada"
"2505","lynroz03","Clarkston, MI"
"2506","ZIMMVoice","Recording Studio"
"2507","mng2mala","Orange County, CA"
"2508","annacalhoon","destin, fl"
"2509","pooja_dewett","Surrey."
"2511","DaltonService1","Texas, USA"
"2512","marcroms","Manchester TN"
"2513","InPoorTastePod","Pittsburgh, PA"
"2514","rc_sincity","Sincity, NV"
"2515","nicholas_cori","Long Island, New York"
"2516","samhilliard","New Jersey"
"2517","Kleenexwoman","Farmington, MI"
"2518","lillygreywater","Chaska"
"2519","brittanyhorn","Wilmington + Philadelphia"
"2520","ejungmeyer","Arizona, USA"
"2521","BLGSinYEG","Alberta"
"2523","paul_janus","California"
"2524","butterflykl1","Rhode Island, USA"
"2525","highnoon97","Florida, USA"
"2526","OsteoCircuit","Canada"
"2527","momTruthBomb","Rhode Island, USA"
"2528","CathyAnnOfen","Battle Creek, MI"
"2529","GreenLightGoTPA","Tampa, FL"
"2531","chibiuniverse_","United States"
"2532","JessicaPeotter","Green Bay WI"
"2533","CherriMcDuffie3","North Georgia"
"2534","CaptainO16","Ottawa, Ontario"
"2535","Bigguccilarro","Roseland, Chicago"
"2536","Kaygreer01","Cincinnati, OH"
"2537","warholconverse","Brooklyn, NY"
"2538","COPINGSKILLS","chicago"
"2539","PSYCHICTWINS","Los Angeles, Ca"
"2540","Nichole___","Chicago, IL"
"2541","lambandbert","New York, NY"
"2542","whiskeytang0311","Texas, USA"
"2543","Miia_ann","St Louis, MO"
"2544","afdcaptrb","Western Massachusetts"
"2546","Gabrielle_Chana","Brevard County, Florida"
"2548","LizzieGilson","Canada"
"2549","dealbook","New York, NY"
"2550","nytimesbusiness","New York, NY"
"2551","Mia_Gudda","Chicago, IL"
"2552","Kady1958","Ontario, Canada"
"2554","NewsChannel9","Syracuse, NY"
"2555","GailFriedt","Hillcrest, San Diego"
"2556","OrbKA","nyc"
"2557","supersklar5","Statesboro, GA"
"2558","DrIanWeissman","Milwaukee, WI"
"2559","DaCuban_","Texas, USA"
"2560","McalesterSam","McAlester, OK"
"2561","livvinforlovato","Ambrose Asylum"
"2562","Vintton","Somewhere in America"
"2563","Rator03","Alpharetta, GA"
"2564","ogstripperpat","Temple Hills, MD"
"2565","nisyazwani","Tokyo-to, Japan"
"2566","havhilll","Texas, USA"
"2567","ksaintonge14","probably with Nick"
"2568","RangerDamrod","Another Day in Paradise"
"2569","KerriiKiins10","Porstmouth, Dominica"
"2570","ImContreras","Chicago IL"
"2571","MyBariatricBox","United States"
"2572","Sim_Carton","Australian Capital Territory"
"2573","tin_man196","Oregon, USA"
"2574","bayonoota","California, USA"
"2575","rjcman38","alexandria VA"
"2576","Julievogue_","NYC"
"2577","IbreatheImhngry","Belize"
"2578","ComedyRecords","Toronto/New York"
"2579","awsteller","Kansas City, MO"
"2580","minervastorm87","North Carolina, USA"
"2581","Stokum","Milwaukee, WI"
"2582","virginialhubbs","yukon,okla"
"2583","DattaHospital","London, Ontario"
"2584","SeeBugs","Collegeville, PA"
"2585","OToole23","New Jersey, USA"
"2586","MAhealthforkids","Massachusetts, USA"
"2587","bourbon_pearls","Big Blue Nation, KY"
"2588","TylerHEFFNER","Atlanta, GA"
"2589","T_Swagg2011","Illinois"
"2591","mpconservative8","Massillon, OH"
"2592","andrik_dablek","Indonesia"
"2593","Anna_ohlala","USA"
"2594","RealOldHouswife","Manatee County, Florida"
"2596","Fox6TedPerry","Milwaukee,Wisconsin"
"2597","kimberlynn4178","Nashville, TN"
"2598","laura_mae03","Tulsa, OK"
"2599","teej_mason","Dover, NH"
"2600","Patrici76267702","Louisiana, USA"
"2601","JarH3ad_TV","Wharton, TX"
"2602","ldavis0223","Lexington, KY"
"2603","Anython75","Canada"
"2604","hayhead47","Right of Center,Tx"
"2605","chefbrigetterj","Caribbean"
"2606","Car88win","Florida"
"2607","TheInfamousMaya","LLCB <U+2764><U+FE0F>"
"2608","King_Status_13","KINGing with Ki-Jana"
"2610","jadeamber19xx","Minneapolis, MN"
"2611","TheStateNews","Dover, DE"
"2612","AmberInMotion","Massachusetts"
"2613","yoitslz","Denver, CO"
"2615","Nyaranyar","Denver, CO"
"2616","Math4Everybody","USA"
"2617","The_Andredal","Norway"
"2619","jrcookejr","Newport News, Virginia"
"2620","FCI84","Atlanta, GA"
"2621","_tearitdown_","Baton Rouge La"
"2624","lauren_larose","Toronto"
"2625","annatmcfadden","North Carolina, USA"
"2626","mynameiscorie","nashville tn "
"2627","Peel_I_am","Little Rock, AR"
"2628","JVail19","Missouri, USA"
"2629","doownagem","Texas, USA"
"2630","amylaurentravel","United States"
"2631","Spectra_G","Maryland"
"2632","LittleMaineCoon","Massachusetts, USA"
"2634","kaylagarciax","Tampa, FL"
"2635","DavidMBelle3","Redford, MI"
"2636","SuzieZUMO","Ann Arbor, MI"
"2638","AviDeLaTrinity","New York, USA"
"2639","PharmaDecisions","San Francisco"
"2641","drrivano","Florham Park, NJ"
"2642","TheeScotsman","America"
"2643","composerem","New York"
"2644","leitch_sherry","Des Moines, IA"
"2645","WI4Palin","Wisconsin, USA"
"2646","lasnpatterson","Miami, FL"
